ensembl_gene_id,entrezgene_id,external_gene_name,uniprot_gn_symbol
ENSG00000225393,NA,NA,NA
ENSG00000225400,NA,NA,NA
ENSG00000225408,NA,NA,NA
ENSG00000225411,NA,NA,NA
ENSG00000225469,392555,LOC392555,NA
ENSG00000225471,121627959,LOC121627959,NA
ENSG00000225536,NA,NA,NA
ENSG00000225569,100131638,CCT4P2,NA
ENSG00000225626,494558,CFAP95-DT,NA
ENSG00000225639,NA,NA,NA
ENSG00000225660,NA,NA,NA
ENSG00000225664,NA,NA,NA
ENSG00000225689,NA,NA,NA
ENSG00000225693,NA,NA,NA
ENSG00000225715,NA,NA,NA
ENSG00000225728,NA,NA,NA
ENSG00000225758,100271230,RPS17P17,NA
ENSG00000225769,392547,CROCCP1,NA
ENSG00000225814,NA,NA,NA
ENSG00000225839,NA,NA,NA
ENSG00000225858,NA,NA,NA
ENSG00000225883,644632,BMS1P11,NA
ENSG00000225885,NA,NA,NA
ENSG00000225893,100270866,RPS6P11,NA
ENSG00000225912,392501,RPL26P36,NA
ENSG00000225925,NA,NA,NA
ENSG00000225947,NA,NA,NA
ENSG00000225949,NA,NA,NA
ENSG00000225970,NA,NA,NA
ENSG00000226007,NA,NA,NA
ENSG00000226010,100419786,LOC100419786,NA
ENSG00000226020,NA,NA,NA
ENSG00000226055,NA,NA,NA
ENSG00000226056,NA,NA,NA
ENSG00000226064,NA,NA,NA
ENSG00000226081,NA,NA,NA
ENSG00000226098,NA,NA,NA
ENSG00000226107,100271612,RPL36AP54,NA
ENSG00000226108,NA,NA,NA
ENSG00000226112,106480799,FCF1P4,NA
ENSG00000226119,NA,NA,NA
ENSG00000226141,NA,NA,NA
ENSG00000226197,NA,NA,NA
ENSG00000226241,100128601,LOC100128601,NA
ENSG00000226246,442406,KRT18P36,NA
ENSG00000226280,100129144,LOC100129144,NA
ENSG00000226301,NA,NA,NA
ENSG00000226307,100128595,HNRNPDLP1,NA
ENSG00000226339,NA,NA,NA
ENSG00000226376,NA,NA,NA
ENSG00000226388,NA,NA,NA
ENSG00000226393,3463,IFNA20P,NA
ENSG00000226414,109729117,MTCYBP38,NA
ENSG00000226429,NA,NA,NA
ENSG00000226470,NA,NA,NA
ENSG00000226502,NA,NA,NA
ENSG00000226515,NA,NA,NA
ENSG00000226532,NA,NA,NA
ENSG00000226547,286528,SSU72P1,NA
ENSG00000226562,106478958,CYP4F26P,NA
ENSG00000226579,107075136,MTCYBP31,NA
ENSG00000226597,100130671,IFNWP9,NA
ENSG00000226625,100133330,RBM17P1,NA
ENSG00000226626,402360,NOP56P2,NA
ENSG00000226661,NA,NA,NA
ENSG00000226669,NA,NA,NA
ENSG00000226753,NA,NA,NA
ENSG00000226801,NA,NA,NA
ENSG00000226802,392538,RUVBL2P1,NA
ENSG00000226820,NA,NA,NA
ENSG00000226823,NA,NA,NA
ENSG00000226836,646433,RPL32P19,NA
ENSG00000226837,100419995,HMGB1P32,NA
ENSG00000226854,NA,NA,NA
ENSG00000226870,NA,NA,NA
ENSG00000226902,100874506,CHCHD2P1,NA
ENSG00000226904,NA,NA,NA
ENSG00000226998,107075302,MTATP6P30,NA
ENSG00000227008,NA,NA,NA
ENSG00000227013,401450,OR7E96P,NA
ENSG00000227064,NA,NA,NA
ENSG00000227067,NA,NA,NA
ENSG00000227069,NA,NA,NA
ENSG00000227071,101929548,FOCAD-AS1,NA
ENSG00000227083,NA,NA,NA
ENSG00000227138,NA,NA,NA
ENSG00000227155,124902108,LOC124902108,NA
ENSG00000227159,NA,NA,NA
ENSG00000227167,NA,NA,NA
ENSG00000227183,NA,NA,NA
ENSG00000227203,NA,NA,NA
ENSG00000227211,115482705,H3P45,NA
ENSG00000227261,NA,NA,NA
ENSG00000227301,NA,NA,NA
ENSG00000227303,NA,NA,NA
ENSG00000227353,NA,NA,NA
ENSG00000227383,NA,NA,NA
ENSG00000227388,NA,NA,NA
ENSG00000227427,NA,NA,NA
ENSG00000227434,NA,NA,NA
ENSG00000227443,115482700,H3P30,NA
ENSG00000227449,NA,NA,NA
ENSG00000227473,648630,TSSK5P,NA
ENSG00000227505,NA,NA,NA
ENSG00000227514,NA,NA,NA
ENSG00000227518,NA,NA,NA
ENSG00000227521,643371,TUBB4BP8,NA
ENSG00000227534,645388,AP1M2P1,NA
ENSG00000227536,100132415,SOCS5P4,NA
ENSG00000227541,NA,NA,NA
ENSG00000227581,NA,NA,NA
ENSG00000227582,389740,ADGRF5P1,NA
ENSG00000227607,NA,NA,NA
ENSG00000227645,100271146,RPL7P54,NA
ENSG00000227649,107075200,MTND6P32,NA
ENSG00000227657,100422644,SERPINA7P1,NA
ENSG00000227730,106480427,MTND6P5,NA
ENSG00000227753,NA,NA,NA
ENSG00000227779,NA,NA,NA
ENSG00000227814,NA,NA,NA
ENSG00000227835,NA,NA,NA
ENSG00000227852,NA,NA,NA
ENSG00000227864,NA,NA,NA
ENSG00000227881,450,ASS1P5,NA
ENSG00000227888,NA,NA,NA
ENSG00000227914,NA,NA,NA
ENSG00000227917,NA,NA,NA
ENSG00000227924,NA,NA,NA
ENSG00000227933,NA,NA,NA
ENSG00000227942,83957,FRMD8P1,NA
ENSG00000228004,NA,NA,NA
ENSG00000228024,100133307,CYP1D1P,NA
ENSG00000228041,NA,NA,NA
ENSG00000228042,NA,NA,NA
ENSG00000228051,NA,NA,NA
ENSG00000228072,NA,NA,NA
ENSG00000228089,NA,NA,NA
ENSG00000228097,107075311,MTATP6P11,NA
ENSG00000228115,NA,NA,NA
ENSG00000228125,NA,NA,NA
ENSG00000228132,NA,NA,NA
ENSG00000228136,NA,NA,NA
ENSG00000228158,NA,NA,NA
ENSG00000228160,NA,NA,NA
ENSG00000228165,NA,NA,NA
ENSG00000228166,100873212,MTND1P11,NA
ENSG00000228182,100873231,MTND2P25,NA
ENSG00000228224,83955,NACA4P,NA
ENSG00000228275,NA,NA,NA
ENSG00000228292,NA,NA,NA
ENSG00000228301,100271147,RPL7P55,NA
ENSG00000228307,392313,OR2S1P,NA
ENSG00000228316,107075275,MTATP6P19,NA
ENSG00000228322,NA,NA,NA
ENSG00000228328,NA,NA,NA
ENSG00000228352,NA,NA,NA
ENSG00000228372,NA,NA,NA
ENSG00000228410,100287692,ELOCP24,NA
ENSG00000228450,NA,NA,NA
ENSG00000228451,NA,NA,NA
ENSG00000228466,NA,NA,NA
ENSG00000228467,NA,NA,NA
ENSG00000228492,NA,NA,NA
ENSG00000228522,NA,NA,NA
ENSG00000228532,NA,NA,NA
ENSG00000228557,100533658,HSPA8P17,NA
ENSG00000228612,NA,NA,NA
ENSG00000228656,441442,MYO5BP3,NA
ENSG00000228717,286456,NAB1P1,NA
ENSG00000228728,111082972,PPIAP91,NA
ENSG00000228739,NA,NA,NA
ENSG00000228744,100271254,RPS3AP30,NA
ENSG00000228783,115482721,H3P29,NA
ENSG00000228801,NA,NA,NA
ENSG00000228810,NA,NA,NA
ENSG00000228819,392543,AGKP2,NA
ENSG00000228833,NA,NA,NA
ENSG00000228843,NA,NA,NA
ENSG00000228855,NA,NA,NA
ENSG00000228862,NA,NA,NA
ENSG00000228922,650024,LOC650024,NA
ENSG00000228965,100271149,RPSAP60,NA
ENSG00000228984,100130861,LOC100130861,NA
ENSG00000228986,NA,NA,NA
ENSG00000229015,NA,NA,NA
ENSG00000229019,NA,NA,NA
ENSG00000229029,100420502,CDCA4P1,NA
ENSG00000229030,NA,NA,NA
ENSG00000229057,NA,NA,NA
ENSG00000229060,NA,NA,NA
ENSG00000229063,28552,TRBV23OR9-2,NA
ENSG00000229079,100419693,LOC100419693,NA
ENSG00000229080,107075229,MTCO3P30,NA
ENSG00000229082,81076,OR5AW1P,NA
ENSG00000229090,NA,NA,NA
ENSG00000229132,100421533,EIF4A1P10,NA
ENSG00000229146,NA,NA,NA
ENSG00000229156,NA,NA,NA
ENSG00000229182,NA,NA,NA
ENSG00000229184,138234,ATP5PDP2,NA
ENSG00000229207,NA,NA,NA
ENSG00000229211,NA,NA,NA
ENSG00000229237,NA,NA,NA
ENSG00000229268,347193,PES1P2,NA
ENSG00000229269,NA,NA,NA
ENSG00000229273,NA,NA,NA
ENSG00000229298,100418937,TUBB8P1,NA
ENSG00000229311,101927827,LOC101927827,NA
ENSG00000229312,NA,NA,NA
ENSG00000229322,100420321,LOC100420321,NA
ENSG00000229324,NA,NA,NA
ENSG00000229335,NA,NA,NA
ENSG00000229422,NA,NA,NA
ENSG00000229487,NA,NA,NA
ENSG00000229511,NA,NA,NA
ENSG00000229547,NA,NA,NA
ENSG00000229562,100289259,ZFYVE9P1,NA
ENSG00000229587,NA,NA,NA
ENSG00000229601,NA,NA,NA
ENSG00000229625,NA,NA,NA
ENSG00000229661,NA,NA,NA
ENSG00000229667,100131981,UBE2V1P9,NA
ENSG00000229693,NA,NA,NA
ENSG00000229697,105379438,FAM242E,NA
ENSG00000229707,NA,NA,NA
ENSG00000229733,107985645,LOC107985645,NA
ENSG00000229753,100271379,RPS27AP15,NA
ENSG00000229794,107075231,MTCYBP32,NA
ENSG00000229814,NA,NA,NA
ENSG00000229829,100873910,DUTP4,NA
ENSG00000229834,NA,NA,NA
ENSG00000229835,402359,KHSRPP1,NA
ENSG00000229875,NA,NA,NA
ENSG00000229907,NA,NA,NA
ENSG00000229939,NA,NA,NA
ENSG00000229946,NA,NA,NA
ENSG00000229954,56168,MTND2P2,NA
ENSG00000229967,NA,NA,NA
ENSG00000229979,NA,NA,NA
ENSG00000230001,NA,NA,NA
ENSG00000230003,NA,NA,NA
ENSG00000230039,NA,NA,NA
ENSG00000230074,NA,NA,NA
ENSG00000230079,NA,NA,NA
ENSG00000230097,NA,NA,NA
ENSG00000230106,100310857,SNRPCP15,NA
ENSG00000230130,107075312,MTND2P39,NA
ENSG00000230146,NA,NA,NA
ENSG00000230159,NA,NA,NA
ENSG00000230162,100129813,CT45A11P,NA
ENSG00000230169,100289099,RPL30P16,NA
ENSG00000230170,NA,NA,NA
ENSG00000230187,NA,NA,NA
ENSG00000230188,100271186,RPL21P83,NA
ENSG00000230207,158345,RPL4P5,NA
ENSG00000230208,654783,IFNNP1,NA
ENSG00000230225,100873258,MTND5P14,NA
ENSG00000230245,NA,NA,NA
ENSG00000230247,106480233,HNRNPH3P1,NA
ENSG00000230275,100132591,SERBP1P4,NA
ENSG00000230276,NA,NA,NA
ENSG00000230311,NA,NA,NA
ENSG00000230312,NA,NA,NA
ENSG00000230320,NA,NA,NA
ENSG00000230365,NA,NA,NA
ENSG00000230376,100462785,MEMO1P4,NA
ENSG00000230399,100420552,RBBP8P1,NA
ENSG00000230478,NA,NA,NA
ENSG00000230491,118568808,SRD5A2P1,NA
ENSG00000230502,NA,NA,NA
ENSG00000230508,392557,RPL19P21,NA
ENSG00000230516,NA,NA,NA
ENSG00000230538,NA,NA,NA
ENSG00000230543,100873884,SNX3P1X,NA
ENSG00000230578,NA,NA,NA
ENSG00000230581,100418910,ACTG1P14,NA
ENSG00000230589,646087,IMP3P1,NA
ENSG00000230592,643617,RPSAP8,NA
ENSG00000230629,653658,RPS23P8,NA
ENSG00000230635,107126294,CYP4F60P,NA
ENSG00000230665,NA,NA,NA
ENSG00000230668,NA,NA,NA
ENSG00000230673,NA,NA,NA
ENSG00000230694,NA,NA,NA
ENSG00000230706,NA,NA,NA
ENSG00000230729,NA,NA,NA
ENSG00000230781,NA,NA,NA
ENSG00000230788,NA,NA,NA
ENSG00000230804,NA,NA,NA
ENSG00000230823,NA,NA,NA
ENSG00000230867,100271052,RPS11P4,NA
ENSG00000230889,NA,NA,NA
ENSG00000230899,NA,NA,NA
ENSG00000230916,107075285,MTCO1P53,NA
ENSG00000230920,105375972,LOC105375972,NA
ENSG00000230934,NA,NA,NA
ENSG00000230948,644233,AURKBP1,NA
ENSG00000230956,NA,NA,NA
ENSG00000230973,100421910,LOC100421910,NA
ENSG00000230986,100874489,DDX3P2,NA
ENSG00000231001,NA,NA,NA
ENSG00000231052,NA,NA,NA
ENSG00000231053,100421462,TRAPPC2LP1,NA
ENSG00000231093,347422,TRMT1P1,NA
ENSG00000231108,102723314,PRELID3BP11,NA
ENSG00000231137,NA,NA,NA
ENSG00000231140,NA,NA,NA
ENSG00000231144,100874490,EEF1A1P40,NA
ENSG00000231154,NA,NA,NA
ENSG00000231164,728962,RPL7P56,NA
ENSG00000231165,246285,TRBV26OR9-2,NA
ENSG00000231193,NA,NA,NA
ENSG00000231195,3461,IFNA11P,NA
ENSG00000231206,NA,NA,NA
ENSG00000231212,NA,NA,NA
ENSG00000231248,NA,NA,NA
ENSG00000231270,392529,COBLP1,NA
ENSG00000231356,NA,NA,NA
ENSG00000231371,NA,NA,NA
ENSG00000231376,NA,NA,NA
ENSG00000231381,NA,NA,NA
ENSG00000231390,NA,NA,NA
ENSG00000231393,NA,NA,NA
ENSG00000231447,NA,NA,NA
ENSG00000231454,NA,NA,NA
ENSG00000231460,NA,NA,NA
ENSG00000231478,106480444,FCF1P9,NA
ENSG00000231491,100049717,JKAMPP1,NA
ENSG00000231501,106478909,MTND4LP1,NA
ENSG00000231509,NA,NA,NA
ENSG00000231513,NA,NA,NA
ENSG00000231549,NA,NA,NA
ENSG00000231590,NA,NA,NA
ENSG00000231600,NA,NA,NA
ENSG00000231643,NA,NA,NA
ENSG00000231686,NA,NA,NA
ENSG00000231694,NA,NA,NA
ENSG00000231701,644716,BMS1P13,NA
ENSG00000231706,NA,NA,NA
ENSG00000231728,NA,NA,NA
ENSG00000231756,NA,NA,NA
ENSG00000231787,115482691,H2BP9,NA
ENSG00000231808,NA,NA,NA
ENSG00000231809,NA,NA,NA
ENSG00000231830,NA,NA,NA
ENSG00000231831,4523,MTHFD1P1,NA
ENSG00000231857,100129288,MORF4L1P5,NA
ENSG00000231875,NA,NA,NA
ENSG00000231902,105375971,LOC105375971,NA
ENSG00000231909,392288,MAP1LC3BP1,NA
ENSG00000231929,392545,HMGB3P31,NA
ENSG00000231930,NA,NA,NA
ENSG00000231937,NA,NA,NA
ENSG00000231942,NA,NA,NA
ENSG00000231965,100271154,RPL17P29,NA
ENSG00000231967,NA,NA,NA
ENSG00000231991,NA,NA,NA
ENSG00000231995,643630,RPL7AP76,NA
ENSG00000232000,100419056,CLCN3P1,NA
ENSG00000232024,NA,NA,NA
ENSG00000232035,NA,NA,NA
ENSG00000232039,NA,NA,NA
ENSG00000232042,107985629,LOC107985629,NA
ENSG00000232054,NA,NA,NA
ENSG00000232060,NA,NA,NA
ENSG00000232068,NA,NA,NA
ENSG00000232069,100271402,RPS29P28,NA
ENSG00000232086,NA,NA,NA
ENSG00000232138,392292,IFNWP5,NA
ENSG00000232149,553112,FERP1,NA
ENSG00000232155,NA,NA,NA
ENSG00000232158,106480289,C11orf98P1,NA
ENSG00000232168,449518,P2RY10BP,NA
ENSG00000232176,100270865,RPS6P10,NA
ENSG00000232177,100873254,MTND4P24,NA
ENSG00000232183,NA,NA,NA
ENSG00000232186,646127,TERF1P7,NA
ENSG00000232203,NA,NA,NA
ENSG00000232239,NA,NA,NA
ENSG00000232249,NA,NA,NA
ENSG00000232267,100129013,ACTR3P2,NA
ENSG00000232281,NA,NA,NA
ENSG00000232282,100856881,MTND1P32,NA
ENSG00000232293,780816,PAICSP7,NA
ENSG00000232303,100422581,DFFBP1,NA
ENSG00000232332,NA,NA,NA
ENSG00000232379,100289184,RPL22P23,NA
ENSG00000232433,NA,NA,NA
ENSG00000232454,NA,NA,NA
ENSG00000232466,115482710,H3P31,NA
ENSG00000232496,NA,NA,NA
ENSG00000232549,NA,NA,NA
ENSG00000232576,NA,NA,NA
ENSG00000232582,100419791,LOC100419791,NA
ENSG00000232590,NA,NA,NA
ENSG00000232599,NA,NA,NA
ENSG00000232600,NA,NA,NA
ENSG00000232611,NA,NA,NA
ENSG00000232664,NA,NA,NA
ENSG00000232665,NA,NA,NA
ENSG00000232722,NA,NA,NA
ENSG00000232725,NA,NA,NA
ENSG00000232735,NA,NA,NA
ENSG00000232787,NA,NA,NA
ENSG00000232794,NA,NA,NA
ENSG00000232798,NA,NA,NA
ENSG00000232815,NA,NA,NA
ENSG00000232827,NA,NA,NA
ENSG00000232842,648927,KAT7P1,NA
ENSG00000232867,100271513,RPL36AP34,NA
ENSG00000232920,NA,NA,NA
ENSG00000232928,NA,NA,NA
ENSG00000232946,NA,NA,NA
ENSG00000232978,NA,NA,NA
ENSG00000232983,NA,NA,NA
ENSG00000233063,NA,NA,NA
ENSG00000233071,100271148,RPSAP59,NA
ENSG00000233109,NA,NA,NA
ENSG00000233111,NA,NA,NA
ENSG00000233148,100128275,SYF2P2,NA
ENSG00000233162,NA,NA,NA
ENSG00000233170,NA,NA,NA
ENSG00000233176,403219,OR7E157P,NA
ENSG00000233186,100420113,KLF4P1,NA
ENSG00000233229,NA,NA,NA
ENSG00000233242,NA,NA,NA
ENSG00000233254,728782,RPL21P134,NA
ENSG00000233260,100270755,RPSAP63,NA
ENSG00000233278,NA,NA,NA
ENSG00000233367,NA,NA,NA
ENSG00000233382,NA,NA,NA
ENSG00000233424,NA,NA,NA
ENSG00000233433,NA,NA,NA
ENSG00000233446,100129843,PDK1P2,NA
ENSG00000233467,NA,NA,NA
ENSG00000233484,NA,NA,NA
ENSG00000233548,NA,NA,NA
ENSG00000233551,NA,NA,NA
ENSG00000233554,NA,NA,NA
ENSG00000233555,441440,RPL7AP46,NA
ENSG00000233575,NA,NA,NA
ENSG00000233609,NA,NA,NA
ENSG00000233651,NA,NA,NA
ENSG00000233659,NA,NA,NA
ENSG00000233661,NA,NA,NA
ENSG00000233668,100130750,RPS8P9,NA
ENSG00000233680,664721,HNRNPA1P27,NA
ENSG00000233688,100419792,ZNF622P1,NA
ENSG00000233710,100288853,LOC100288853,NA
ENSG00000233765,NA,NA,NA
ENSG00000233778,NA,NA,NA
ENSG00000233833,NA,NA,NA
ENSG00000233846,NA,NA,NA
ENSG00000233858,NA,NA,NA
ENSG00000233861,NA,NA,NA
ENSG00000233874,441511,MFN1P1,NA
ENSG00000233906,NA,NA,NA
ENSG00000233915,NA,NA,NA
ENSG00000233933,NA,NA,NA
ENSG00000233984,3924,RPSAP14,NA
ENSG00000234021,NA,NA,NA
ENSG00000234039,106481784,NDUFA5P7,NA
ENSG00000234042,NA,NA,NA
ENSG00000234050,NA,NA,NA
ENSG00000234062,NA,NA,NA
ENSG00000234120,NA,NA,NA
ENSG00000234122,NA,NA,NA
ENSG00000234130,401602,AP2B1P1,NA
ENSG00000234146,646114,AKAP8P1,NA
ENSG00000234160,NA,NA,NA
ENSG00000234176,3314,HSPA8P1,NA
ENSG00000234178,724068,DEFA11P,NA
ENSG00000234181,121847984,PIGO-AS1,NA
ENSG00000234200,NA,NA,NA
ENSG00000234201,100127902,BMI1P1,NA
ENSG00000234217,NA,NA,NA
ENSG00000234228,NA,NA,NA
ENSG00000234276,100422347,SDR42E1P3,NA
ENSG00000234288,79312,OR1AA1P,NA
ENSG00000234297,NA,NA,NA
ENSG00000234322,NA,NA,NA
ENSG00000234345,NA,NA,NA
ENSG00000234349,NA,NA,NA
ENSG00000234360,NA,NA,NA
ENSG00000234373,NA,NA,NA
ENSG00000234404,100130843,SPRYD7P1,NA
ENSG00000234405,NA,NA,NA
ENSG00000234442,NA,NA,NA
ENSG00000234451,NA,NA,NA
ENSG00000234463,106481682,COX6CP12,NA
ENSG00000234493,NA,NA,NA
ENSG00000234506,NA,NA,NA
ENSG00000234524,100271387,RPL12P43,NA
ENSG00000234534,NA,NA,NA
ENSG00000234557,111082985,PPIAP90,NA
ENSG00000234558,NA,NA,NA
ENSG00000234564,NA,NA,NA
ENSG00000234570,NA,NA,NA
ENSG00000234586,100130801,LOC100130801,NA
ENSG00000234592,NA,NA,NA
ENSG00000234644,NA,NA,NA
ENSG00000234665,NA,NA,NA
ENSG00000234680,NA,NA,NA
ENSG00000234702,NA,NA,NA
ENSG00000234712,NA,NA,NA
ENSG00000234713,NA,NA,NA
ENSG00000234720,392322,ATP5F1AP8,NA
ENSG00000234740,NA,NA,NA
ENSG00000234748,NA,NA,NA
ENSG00000234770,NA,NA,NA
ENSG00000234785,642357,EEF1GP5,NA
ENSG00000234812,NA,NA,NA
ENSG00000234825,389901,XRCC6P2,NA
ENSG00000234853,100288035,NDUFA5P3,NA
ENSG00000234861,442416,ATP5F1AP1,NA
ENSG00000234886,NA,NA,NA
ENSG00000234889,100131072,KPNB1P1,NA
ENSG00000234901,106480428,MTND6P13,NA
ENSG00000234969,117981788,AARSD1P1,NA
ENSG00000234982,100271211,RPL7AP47,NA
ENSG00000235061,106481746,UBE2V1P7,NA
ENSG00000235108,NA,NA,NA
ENSG00000235124,392479,KRT8P17,NA
ENSG00000235148,NA,NA,NA
ENSG00000235165,392265,CDK5P1,NA
ENSG00000235170,100873217,MTND1P31,NA
ENSG00000235189,105373335,LOC105373335,NA
ENSG00000235190,NA,NA,NA
ENSG00000235196,NA,NA,NA
ENSG00000235219,NA,NA,NA
ENSG00000235239,NA,NA,NA
ENSG00000235254,NA,NA,NA
ENSG00000235256,441410,FKBP4P7,NA
ENSG00000235274,100420320,LOC100420320,NA
ENSG00000235310,100132672,GXYLT1P6,NA
ENSG00000235329,NA,NA,NA
ENSG00000235330,NA,NA,NA
ENSG00000235334,100419246,BTG3P1,NA
ENSG00000235382,NA,NA,NA
ENSG00000235389,NA,NA,NA
ENSG00000235425,NA,NA,NA
ENSG00000235447,646193,TRAPPC13P1,NA
ENSG00000235448,101929467,LURAP1L-AS1,NA
ENSG00000235461,NA,NA,NA
ENSG00000235481,101929688,UBE2R2-AS1,NA
ENSG00000235523,NA,NA,NA
ENSG00000235533,NA,NA,NA
ENSG00000235539,100873218,MTND1P33,NA
ENSG00000235598,6246,RRM2P4,NA
ENSG00000235619,NA,NA,NA
ENSG00000235626,442405,KRT18P66,NA
ENSG00000235656,NA,NA,NA
ENSG00000235659,NA,NA,NA
ENSG00000235683,NA,NA,NA
ENSG00000235703,100272228,EOLA2-DT,NA
ENSG00000235707,100129601,CDCA7P2,NA
ENSG00000235729,NA,NA,NA
ENSG00000235730,79331,OR2AF1P,NA
ENSG00000235735,100270754,RPL7AP72,NA
ENSG00000235778,402329,LOC402329,NA
ENSG00000235802,NA,NA,NA
ENSG00000235813,NA,NA,NA
ENSG00000235832,NA,NA,NA
ENSG00000235880,NA,NA,NA
ENSG00000235892,NA,NA,NA
ENSG00000235893,NA,NA,NA
ENSG00000235917,107075214,MTCO2P11,NA
ENSG00000235932,NA,NA,NA
ENSG00000235946,NA,NA,NA
ENSG00000235975,100130620,LOC100130620,NA
ENSG00000235976,115482725,H2BP8,NA
ENSG00000235991,NA,NA,NA
ENSG00000236042,100129947,LOC100129947,NA
ENSG00000236060,NA,NA,NA
ENSG00000236077,100422432,SLC6A14P1,NA
ENSG00000236080,NA,NA,NA
ENSG00000236083,392308,OR13E1P,NA
ENSG00000236110,81366,OR2AM1P,NA
ENSG00000236156,NA,NA,NA
ENSG00000236184,NA,NA,NA
ENSG00000236185,106481662,HNRNPDLP3,NA
ENSG00000236189,392522,RPL18AP15,NA
ENSG00000236190,NA,NA,NA
ENSG00000236191,728774,RPS15AP25,NA
ENSG00000236199,NA,NA,NA
ENSG00000236205,100533669,LOC100533669,NA
ENSG00000236243,392505,RPL6P29,NA
ENSG00000236252,NA,NA,NA
ENSG00000236254,100653489,MTND4P14,NA
ENSG00000236337,NA,NA,NA
ENSG00000236365,NA,NA,NA
ENSG00000236376,NA,NA,NA
ENSG00000236413,107985643,LOC107985643,NA
ENSG00000236450,NA,NA,NA
ENSG00000236491,NA,NA,NA
ENSG00000236496,392281,GPS2P1,NA
ENSG00000236509,100271391,RPL21P133,NA
ENSG00000236511,101929247,LINC01231,NA
ENSG00000236567,NA,NA,NA
ENSG00000236583,NA,NA,NA
ENSG00000236594,100271378,RPS27AP14,NA
ENSG00000236680,5703,PSMC3P1,NA
ENSG00000236701,100422376,LOC100422376,NA
ENSG00000236724,NA,NA,NA
ENSG00000236733,NA,NA,NA
ENSG00000236735,100271392,RPL31P63,NA
ENSG00000236739,NA,NA,NA
ENSG00000236796,NA,NA,NA
ENSG00000236801,100270964,RPL24P8,NA
ENSG00000236813,NA,NA,NA
ENSG00000236814,NA,NA,NA
ENSG00000236816,NA,NA,NA
ENSG00000236825,NA,NA,NA
ENSG00000236827,NA,NA,NA
ENSG00000236852,NA,NA,NA
ENSG00000236857,NA,NA,NA
ENSG00000236862,NA,NA,NA
ENSG00000236870,101060113,POMPP1,NA
ENSG00000236875,NA,NA,NA
ENSG00000236880,100271401,RPS26P57,NA
ENSG00000236921,NA,NA,NA
ENSG00000236924,NA,NA,NA
ENSG00000236939,NA,NA,NA
ENSG00000236966,NA,NA,NA
ENSG00000236982,NA,NA,NA
ENSG00000236988,NA,NA,NA
ENSG00000236998,NA,NA,NA
ENSG00000237014,100128738,LRRFIP2P1,NA
ENSG00000237025,NA,NA,NA
ENSG00000237040,106478926,DPH3P2,NA
ENSG00000237061,NA,NA,NA
ENSG00000237083,100271197,RPL31P42,NA
ENSG00000237088,100271212,RPL7AP48,NA
ENSG00000237089,NA,NA,NA
ENSG00000237106,NA,NA,NA
ENSG00000237137,NA,NA,NA
ENSG00000237153,NA,NA,NA
ENSG00000237158,NA,NA,NA
ENSG00000237182,107987328,LOC107987328,NA
ENSG00000237207,100132949,RBM17P3,NA
ENSG00000237211,NA,NA,NA
ENSG00000237215,100287066,DEFB131D,NA
ENSG00000237225,402424,OR13K1P,NA
ENSG00000237238,728611,BMS1P10,NA
ENSG00000237252,NA,NA,NA
ENSG00000237264,NA,NA,NA
ENSG00000237265,100129291,LOC100129291,NA
ENSG00000237274,NA,NA,NA
ENSG00000237294,NA,NA,NA
ENSG00000237300,107075144,MTCO1P19,NA
ENSG00000237307,NA,NA,NA
ENSG00000237311,NA,NA,NA
ENSG00000237319,NA,NA,NA
ENSG00000237331,NA,NA,NA
ENSG00000237357,NA,NA,NA
ENSG00000237359,NA,NA,NA
ENSG00000237381,100131340,NT5DC1P1,NA
ENSG00000237414,NA,NA,NA
ENSG00000237426,NA,NA,NA
ENSG00000237432,100270914,RPS7P12,NA
ENSG00000237434,64939,SMNP,NA
ENSG00000237437,392302,ASS1P12,NA
ENSG00000237451,NA,NA,NA
ENSG00000237458,NA,NA,NA
ENSG00000237475,100271145,RPL7P53,NA
ENSG00000237487,100312798,VN1R48P,NA
ENSG00000237506,220885,RPSAP15,NA
ENSG00000237553,NA,NA,NA
ENSG00000237557,NA,NA,NA
ENSG00000237584,NA,NA,NA
ENSG00000237586,NA,NA,NA
ENSG00000237619,392561,OR3B1P,NA
ENSG00000237628,107075223,MTCO2P19,NA
ENSG00000237650,403227,OR11Q1P,NA
ENSG00000237682,NA,NA,NA
ENSG00000237691,NA,NA,NA
ENSG00000237704,NA,NA,NA
ENSG00000237711,107075153,MTCO3P11,NA
ENSG00000237717,107987329,LOC107987329,NA
ENSG00000237734,NA,NA,NA
ENSG00000237741,NA,NA,NA
ENSG00000237752,101060152,NCKAP1P1,NA
ENSG00000237757,NA,NA,NA
ENSG00000237793,347544,RPL18AP16,NA
ENSG00000237801,NA,NA,NA
ENSG00000237810,NA,NA,NA
ENSG00000237828,NA,NA,NA
ENSG00000237833,NA,NA,NA
ENSG00000237846,NA,NA,NA
ENSG00000237859,553820,EEF1A1P31,NA
ENSG00000237860,NA,NA,NA
ENSG00000237863,NA,NA,NA
ENSG00000237873,NA,NA,NA
ENSG00000237891,NA,NA,NA
ENSG00000237903,NA,NA,NA
ENSG00000237904,NA,NA,NA
ENSG00000237963,NA,NA,NA
ENSG00000237971,NA,NA,NA
ENSG00000237984,NA,NA,NA
ENSG00000238001,NA,NA,NA
ENSG00000238039,NA,NA,NA
